                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     36,                0.93403,                0.96738,                0.96152,                0.73216,                0.66246,                0.74322,                0.56584,                 0.8938,                 1.0697,                0.98845,               0.003268,               0.003268,               0.003268
                     37,                0.93141,                0.96779,                0.96127,                0.73426,                0.66711,                0.73683,                0.55961,                0.89106,                 1.0024,                0.98728,                0.00307,                0.00307,                0.00307
                     38,                0.89317,                0.90076,                0.94246,                0.72097,                0.70972,                0.76132,                0.57787,                 0.8875,                  1.054,                0.98373,               0.002872,               0.002872,               0.002872
                     39,                0.93443,                0.94541,                0.96636,                0.72211,                0.71638,                0.76119,                0.58696,                0.88104,                0.94799,                0.98744,               0.002674,               0.002674,               0.002674
                     40,                0.90035,                0.88497,                0.94164,                0.74202,                0.69108,                0.76144,                0.58929,                0.88202,                0.95781,                0.98265,               0.002476,               0.002476,               0.002476
                     41,                0.89292,                  0.932,                 0.9548,                0.73734,                0.69374,                 0.7574,                0.58434,                0.89116,                0.98481,                0.97973,               0.002278,               0.002278,               0.002278
                     42,                0.87927,                0.87628,                 0.9515,                0.73197,                0.70972,                0.76014,                0.58537,                0.88051,                0.96099,                0.98153,                0.00208,                0.00208,                0.00208
                     43,                0.86532,                0.86316,                0.95612,                0.74166,                0.70173,                0.77372,                 0.5908,                0.87693,                0.99089,                0.97169,               0.001882,               0.001882,               0.001882
                     44,                0.85712,                0.82857,                0.94417,                0.75175,                0.70306,                0.78064,                0.59789,                 0.8923,                0.95464,                0.98237,               0.001684,               0.001684,               0.001684
                     45,                0.84182,                0.81113,                0.94396,                0.77255,                 0.6964,                0.78258,                0.60026,                0.87771,                0.89782,                0.97745,               0.001486,               0.001486,               0.001486
                     46,                0.80056,                 1.1373,                0.90725,                0.73023,                0.72088,                0.77582,                0.59865,                0.86608,                0.92203,                0.96882,               0.001288,               0.001288,               0.001288
                     47,                0.83707,                0.81562,                 0.9382,                0.73335,                0.72703,                0.78268,                0.60421,                0.87754,                0.88818,                 0.9752,                0.00109,                0.00109,                0.00109
                     48,                0.81871,                0.77765,                0.93882,                0.73504,                0.71505,                 0.7793,                0.60004,                0.87432,                0.91347,                0.97496,               0.000892,               0.000892,               0.000892
                     49,                 0.8206,                0.77988,                 0.9361,                0.73461,                0.72437,                0.78316,                0.60802,                 0.8503,                0.91509,                0.96758,               0.000694,               0.000694,               0.000694
                     50,                 0.8187,                0.76385,                0.93282,                0.74615,                0.71904,                0.78558,                 0.6089,                0.84214,                0.90122,                0.95989,               0.000496,               0.000496,               0.000496
