                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.9787,                 3.2943,                 1.5146,                0.01116,                0.99263,                0.62692,                0.39905,                0.95713,                 3.8453,                0.96672,               0.070732,               0.003252,               0.003252
                      2,                 1.2902,                 1.4995,                 1.1585,                0.75456,                0.72376,                0.81162,                0.52409,                0.97984,                 3.0915,                0.98686,               0.040601,               0.006455,               0.006455
                      3,                 1.2334,                 1.7932,                 1.1178,                0.66315,                0.76611,                0.77354,                0.49576,                 1.0201,                 6.9414,                  1.038,               0.010339,              0.0095259,              0.0095259
                      4,                 1.2906,                 1.3093,                 1.1589,                0.79192,                0.77348,                0.84692,                0.54534,                 1.0312,                 2.4697,                 1.0202,               0.009406,               0.009406,               0.009406
                      5,                 1.2155,                  1.296,                 1.1102,                0.79878,                0.77494,                0.84875,                0.58858,                 0.9158,                 2.1959,                0.94394,               0.009406,               0.009406,               0.009406
                      6,                 1.1899,                  1.126,                  1.088,                0.80131,                0.79472,                0.87204,                0.61841,                0.85371,                 3.3776,                0.92313,               0.009208,               0.009208,               0.009208
                      7,                 1.1306,                 1.0974,                 1.0837,                0.75643,                0.83057,                0.85062,                0.60245,                0.87042,                 5.6746,                0.91627,                0.00901,                0.00901,                0.00901
                      8,                 1.1218,                 1.0395,                 1.0696,                0.77262,                0.80725,                 0.8625,                 0.5985,                0.94207,                 1.1601,                0.93865,               0.008812,               0.008812,               0.008812
                      9,                  1.087,                 1.0005,                 1.0567,                0.82686,                0.81215,                0.90054,                 0.6356,                0.86831,                  1.199,                0.91111,               0.008614,               0.008614,               0.008614
                     10,                 1.0917,                0.93295,                 1.0452,                0.84713,                0.83978,                0.91816,                0.68053,                0.79463,                 1.0061,                0.87678,               0.008416,               0.008416,               0.008416
                     11,                 1.0949,                0.97774,                 1.0755,                0.85052,                0.80683,                0.90008,                0.66196,                0.76985,                 1.5091,                0.88507,               0.008218,               0.008218,               0.008218
                     12,                 1.0235,                0.88884,                 1.0284,                0.80355,                0.90055,                0.91751,                0.67014,                0.80882,                 1.0182,                0.88952,                0.00802,                0.00802,                0.00802
                     13,                 1.0248,                0.87718,                 1.0239,                0.81852,                0.83241,                0.90812,                0.67637,                0.78267,                 1.6068,                0.87633,               0.007822,               0.007822,               0.007822
                     14,                 1.0136,                0.82792,                  1.021,                0.83086,                0.84346,                  0.911,                0.68476,                 0.7824,                 1.8086,                0.88789,               0.007624,               0.007624,               0.007624
                     15,                0.99001,                0.80321,                 1.0031,                0.85999,                0.84346,                0.92033,                0.69387,                0.77063,                 1.3281,                0.87058,               0.007426,               0.007426,               0.007426
                     16,                0.95172,                0.90228,                0.97755,                0.87791,                0.83427,                0.92825,                0.73029,                0.71142,                0.94316,                0.84049,               0.007228,               0.007228,               0.007228
                     17,                0.95329,                0.76649,                 1.0037,                0.86628,                0.82321,                0.92457,                0.72306,                0.69195,                  0.703,                0.84085,                0.00703,                0.00703,                0.00703
                     18,                0.94346,                0.78708,                0.99588,                 0.8587,                0.85451,                0.92518,                0.72411,                0.68909,                0.88457,                0.84001,               0.006832,               0.006832,               0.006832
                     19,                0.93426,                0.75817,                0.99781,                0.86411,                0.85451,                0.92506,                 0.7203,                0.71545,                0.84098,                0.84562,               0.006634,               0.006634,               0.006634
                     20,                0.93417,                0.72085,                0.99391,                0.85159,                0.84541,                0.92055,                0.71274,                0.71079,                 1.0665,                0.84449,               0.006436,               0.006436,               0.006436
                     21,                0.91825,                0.74156,                0.99017,                0.85429,                0.85267,                0.91861,                0.71881,                0.69522,                 2.2497,                0.84128,               0.006238,               0.006238,               0.006238
                     22,                0.89012,                0.71417,                0.97265,                0.89094,                0.81239,                0.92372,                0.71256,                0.70258,                 1.2049,                0.84257,                0.00604,                0.00604,                0.00604
                     23,                0.91553,                0.67951,                0.98475,                0.84762,                0.87073,                0.92475,                0.69587,                0.76906,                0.72615,                0.87416,               0.005842,               0.005842,               0.005842
                     24,                0.87808,                0.72852,                0.98127,                0.85738,                0.86188,                0.93311,                0.73578,                0.66234,                 1.1443,                 0.8255,               0.005644,               0.005644,               0.005644
                     25,                0.89614,                0.72139,                0.97379,                0.85906,                0.86188,                0.92427,                0.71676,                0.69791,                 1.0383,                0.83741,               0.005446,               0.005446,               0.005446
                     26,                0.88025,                0.67401,                 0.9638,                0.89011,                 0.8503,                  0.934,                0.74385,                0.64849,                0.62125,                0.82202,               0.005248,               0.005248,               0.005248
                     27,                0.88837,                0.68316,                0.98797,                0.87643,                  0.849,                0.92838,                0.74648,                0.67307,                0.61819,                0.82879,                0.00505,                0.00505,                0.00505
                     28,                0.84755,                0.67676,                0.96573,                0.87352,                0.84162,                0.92243,                0.72816,                0.69459,                 0.6108,                0.83975,               0.004852,               0.004852,               0.004852
                     29,                0.85318,                0.67296,                0.97122,                0.87527,                0.84003,                0.92732,                 0.7237,                 0.6846,                0.77467,                0.83012,               0.004654,               0.004654,               0.004654
                     30,                0.85094,                0.64869,                 0.9738,                0.86041,                0.86372,                0.93906,                0.74499,                0.65563,                0.95258,                0.82326,               0.004456,               0.004456,               0.004456
                     31,                0.82396,                0.63377,                 0.9567,                0.86424,                0.88214,                0.93728,                0.74725,                0.65596,                0.88811,                0.82186,               0.004258,               0.004258,               0.004258
                     32,                0.84331,                0.64122,                0.94621,                0.86015,                 0.8895,                0.94163,                0.76067,                0.65668,                 1.0573,                0.81354,                0.00406,                0.00406,                0.00406
                     33,                0.80449,                0.63401,                0.95475,                0.89116,                0.87477,                0.94215,                 0.7521,                0.64582,                  1.181,                0.81454,               0.003862,               0.003862,               0.003862
                     34,                0.80421,                0.67235,                0.92258,                0.87032,                0.86924,                0.93871,                0.75784,                0.63405,                 0.7179,                0.81609,               0.003664,               0.003664,               0.003664
