                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     36,                0.80303,                 0.6421,                0.93062,                0.81937,                0.77464,                0.84972,                0.67794,                0.87053,                 1.2839,                 1.0581,               0.003268,               0.003268,               0.003268
                     37,                0.80644,                0.63492,                 0.9324,                0.81651,                0.79119,                0.85111,                0.68329,                0.87161,                 1.2508,                 1.0564,                0.00307,                0.00307,                0.00307
                     38,                0.78265,                0.62894,                0.92994,                 0.8223,                0.79143,                0.85678,                0.68753,                0.84459,                 1.1679,                 1.0527,               0.002872,               0.002872,               0.002872
                     39,                0.78966,                0.62191,                0.92223,                 0.8066,                0.79901,                0.85298,                0.68059,                0.90673,                 1.1958,                 1.0784,               0.002674,               0.002674,               0.002674
                     40,                0.76575,                0.59376,                0.91485,                0.83791,                0.77423,                0.85931,                0.68855,                0.82729,                  1.288,                  1.055,               0.002476,               0.002476,               0.002476
                     41,                0.75457,                0.59256,                0.92646,                0.81149,                0.79543,                0.85879,                0.68326,                0.86983,                 1.2905,                 1.0829,               0.002278,               0.002278,               0.002278
                     42,                0.72963,                0.53689,                 0.9106,                0.82473,                0.77476,                0.85117,                0.67956,                 0.9491,                 1.3412,                  1.117,                0.00208,                0.00208,                0.00208
                     43,                0.72447,                0.53481,                0.90375,                0.81516,                0.77889,                0.85103,                0.68496,                0.85143,                 1.3945,                 1.0702,               0.001882,               0.001882,               0.001882
                     44,                 0.7218,                0.52626,                0.91447,                0.82642,                0.77468,                0.85287,                0.69109,                0.84425,                 1.4003,                 1.0573,               0.001684,               0.001684,               0.001684
                     45,                0.71857,                0.51368,                0.90646,                0.80856,                 0.7925,                0.84936,                0.68351,                0.83777,                 1.3244,                 1.0563,               0.001486,               0.001486,               0.001486
                     46,                0.71893,                0.55113,                 0.9134,                0.80501,                0.80237,                0.85423,                0.69169,                0.84611,                 1.2671,                 1.0589,               0.001288,               0.001288,               0.001288
                     47,                0.70982,                0.52312,                0.90587,                0.81042,                0.79409,                0.85853,                0.69704,                0.85539,                 1.2593,                 1.0594,                0.00109,                0.00109,                0.00109
                     48,                0.70278,                0.49048,                 0.9001,                0.82633,                 0.7821,                0.85688,                0.69675,                 0.8424,                  1.228,                 1.0568,               0.000892,               0.000892,               0.000892
                     49,                 0.6851,                0.47246,                0.89382,                0.81373,                0.80188,                0.85828,                0.69963,                0.83664,                 1.2167,                 1.0488,               0.000694,               0.000694,               0.000694
                     50,                0.68336,                0.47957,                0.89871,                0.81825,                 0.8055,                0.85951,                0.70083,                0.85505,                 1.2775,                 1.0598,               0.000496,               0.000496,               0.000496
