                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.9594,                 3.2283,                 1.4623,                 0.2645,                0.82257,                0.25403,                0.16024,                 1.1771,                 8.3165,                 1.1169,             0.00065041,             0.00065041,             0.00065041
                      2,                 1.1634,                 1.1016,                 1.0396,                0.62872,                0.61747,                0.60916,                 0.4016,                 1.1485,                 1.6246,                 1.1139,               0.001304,               0.001304,               0.001304
                      3,                 1.1383,                 1.1704,                  1.044,                0.75697,                0.79157,                0.83682,                0.57859,                0.99859,                 1.5804,                 1.0926,              0.0019445,              0.0019445,              0.0019445
                      4,                  1.124,                0.94227,                 1.0628,                0.70888,                0.71271,                0.72532,                 0.4895,                 1.2204,                 1.6615,                 1.3093,              0.0019406,              0.0019406,              0.0019406
                      5,                 1.1193,                0.93856,                 1.0562,                0.79003,                0.73849,                0.79269,                0.56151,                 1.1209,                 1.1191,                  1.206,              0.0019406,              0.0019406,              0.0019406
                      6,                 1.0368,                0.87246,                  1.016,                0.83433,                0.80688,                0.87061,                0.64244,                0.92736,                 1.1023,                 1.0397,              0.0019208,              0.0019208,              0.0019208
                      7,                 1.0696,                0.91643,                 1.0327,                0.78784,                0.79374,                0.84123,                 0.6103,                0.98525,                  0.873,                 1.0619,               0.001901,               0.001901,               0.001901
                      8,                 1.0214,                0.87448,                 1.0095,                0.80678,                0.83057,                 0.8919,                 0.6587,                0.91652,                0.95901,                 1.0555,              0.0018812,              0.0018812,              0.0018812
                      9,                0.97009,                0.85142,                 1.0033,                0.81196,                0.85267,                0.90956,                0.69499,                0.88399,                0.81499,                 1.0182,              0.0018614,              0.0018614,              0.0018614
                     10,                0.97085,                0.80891,                0.99329,                0.84165,                0.83794,                0.91638,                0.66292,                0.94691,                0.74289,                 1.0434,              0.0018416,              0.0018416,              0.0018416
                     11,                 1.0361,                0.92864,                 1.0388,                0.86603,                0.82873,                 0.9155,                0.67469,                0.95208,                0.78135,                  1.043,              0.0018218,              0.0018218,              0.0018218
                     12,                0.98987,                0.77596,                 0.9987,                0.82645,                 0.8453,                0.90917,                0.69703,                 0.8409,                0.70589,                  1.009,               0.001802,               0.001802,               0.001802
                     13,                0.98207,                0.76953,                 1.0001,                0.86842,                 0.8387,                0.91508,                0.70207,                0.85737,                0.68953,                 1.0123,              0.0017822,              0.0017822,              0.0017822
                     14,                0.94787,                0.74396,                0.99554,                0.85793,                0.85633,                0.91241,                 0.7009,                0.82741,                0.67677,                 1.0136,              0.0017624,              0.0017624,              0.0017624
                     15,                0.92992,                0.72303,                0.98586,                0.87883,                0.82136,                0.91788,                0.71557,                 0.8068,                0.65236,                0.99608,              0.0017426,              0.0017426,              0.0017426
                     16,                0.90067,                0.94128,                0.95618,                0.80535,                0.87661,                0.91544,                0.69497,                0.82275,                0.68795,                0.99716,              0.0017228,              0.0017228,              0.0017228
                     17,                0.91947,                0.73194,                0.98389,                0.87511,                0.82505,                0.91688,                0.68841,                0.81161,                0.68431,                  1.001,               0.001703,               0.001703,               0.001703
                     18,                0.95993,                0.74918,                0.98744,                0.86994,                0.83765,                0.91113,                 0.7006,                0.84182,                0.76484,                 1.0115,              0.0016832,              0.0016832,              0.0016832
                     19,                  0.925,                0.72026,                0.98718,                0.87411,                0.80663,                0.90074,                0.69057,                0.84718,                0.66757,                 1.0181,              0.0016634,              0.0016634,              0.0016634
                     20,                0.88528,                0.66926,                0.96629,                0.87674,                0.84346,                0.91682,                0.68687,                 0.9106,                0.65509,                 1.0398,              0.0016436,              0.0016436,              0.0016436
                     21,                0.90565,                0.71815,                0.97624,                0.84989,                0.84458,                 0.9115,                0.70426,                0.85099,                0.67933,                 1.0306,              0.0016238,              0.0016238,              0.0016238
                     22,                 0.8653,                0.65635,                0.95415,                0.88059,                0.82689,                0.91879,                0.71744,                0.81388,                0.61856,                 1.0092,               0.001604,               0.001604,               0.001604
                     23,                0.90556,                0.65503,                0.97459,                 0.8756,                0.84346,                0.91808,                  0.725,                0.79634,                0.61456,                0.98749,              0.0015842,              0.0015842,              0.0015842
                     24,                0.87306,                0.69507,                0.97459,                0.85389,                 0.8674,                0.93159,                0.73734,                0.75653,                0.58683,                0.97923,              0.0015644,              0.0015644,              0.0015644
                     25,                0.86482,                0.67577,                0.95747,                0.87465,                0.86556,                0.91654,                0.73125,                0.76061,                0.60275,                0.98426,              0.0015446,              0.0015446,              0.0015446
                     26,                0.86059,                0.63365,                0.95144,                 0.8629,                0.86924,                0.92493,                0.73915,                0.76356,                0.61403,                 0.9818,              0.0015248,              0.0015248,              0.0015248
                     27,                0.88086,                0.66453,                0.97985,                0.88342,                0.83736,                0.92427,                0.73545,                0.78159,                0.61415,                0.98137,               0.001505,               0.001505,               0.001505
                     28,                0.84976,                0.65399,                0.96056,                0.90413,                0.81768,                0.92033,                0.73188,                0.76883,                0.60543,                0.98286,              0.0014852,              0.0014852,              0.0014852
                     29,                0.86051,                0.64295,                  0.968,                 0.8609,                0.86628,                 0.9178,                0.73313,                 0.7615,                0.60862,                0.98065,              0.0014654,              0.0014654,              0.0014654
                     30,                0.84386,                 0.6347,                0.96492,                0.88987,                0.83241,                0.92754,                0.74084,                0.75586,                0.58617,                0.97746,              0.0014456,              0.0014456,              0.0014456
                     31,                0.82884,                0.61928,                0.95097,                0.91754,                0.84715,                0.93911,                0.76504,                0.71396,                0.55407,                0.95978,              0.0014258,              0.0014258,              0.0014258
                     32,                 0.8408,                0.62457,                0.94019,                0.88332,                0.83057,                0.92206,                0.72804,                0.81455,                0.61281,                0.99523,               0.001406,               0.001406,               0.001406
                     33,                0.81662,                0.62817,                0.94956,                0.84565,                0.79707,                0.88592,                0.69478,                0.79746,                0.67488,                0.99128,              0.0013862,              0.0013862,              0.0013862
                     34,                0.82652,                0.74329,                0.92606,                0.89339,                0.83336,                0.92596,                0.73129,                0.76515,                0.57634,                 0.9887,              0.0013664,              0.0013664,              0.0013664
                     35,                0.86545,                0.63293,                0.96067,                0.89328,                0.85083,                 0.9217,                0.74238,                0.76469,                0.59292,                 0.9794,              0.0013466,              0.0013466,              0.0013466
                     36,                0.82559,                 0.5981,                0.94406,                0.83429,                0.90862,                0.93452,                0.75445,                0.71877,                0.55132,                0.97003,              0.0013268,              0.0013268,              0.0013268
                     37,                0.79309,                0.59388,                0.92926,                0.88084,                0.88582,                0.92955,                0.73699,                0.72692,                0.57746,                0.96907,               0.001307,               0.001307,               0.001307
