                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.7585,                 3.3152,                 1.4602,                0.00948,                0.60985,                0.01092,                0.00587,                 1.3394,                 3.2626,                  1.253,             0.00065041,             0.00065041,             0.00065041
                      2,                  1.419,                 2.5573,                  1.224,                0.26248,                 0.2743,                0.18795,                0.10164,                 1.4753,                 4.8317,                   1.41,               0.001304,               0.001304,               0.001304
                      3,                 1.4178,                 2.1586,                 1.2526,                0.34774,                0.32091,                0.29401,                 0.1753,                 1.3157,                 2.7352,                 1.2522,              0.0019445,              0.0019445,              0.0019445
                      4,                 1.3261,                 2.0606,                 1.1832,                0.45328,                0.36618,                0.35581,                0.23197,                 1.2507,                  2.062,                 1.1913,              0.0019406,              0.0019406,              0.0019406
                      5,                 1.2953,                 1.8306,                 1.1684,                0.36387,                0.33555,                0.29399,                0.17179,                 1.4631,                 2.4411,                 1.3011,              0.0019406,              0.0019406,              0.0019406
                      6,                 1.2651,                 1.7769,                   1.14,                0.47993,                 0.4261,                0.42709,                0.27046,                 1.3331,                 2.8856,                 1.2297,              0.0019208,              0.0019208,              0.0019208
                      7,                 1.2548,                 1.6475,                 1.1389,                0.41109,                0.46605,                0.39748,                0.25332,                 1.3189,                 2.1433,                 1.1986,               0.001901,               0.001901,               0.001901
                      8,                 1.2529,                  1.677,                 1.1426,                0.42309,                 0.4514,                0.42205,                0.28002,                 1.2083,                 1.8479,                 1.1702,              0.0018812,              0.0018812,              0.0018812
                      9,                 1.2174,                 1.5501,                 1.1177,                0.56481,                0.52996,                0.56634,                0.39754,                 1.0899,                  1.648,                 1.1389,              0.0018614,              0.0018614,              0.0018614
                     10,                 1.1593,                 1.8556,                 1.0875,                0.58375,                0.51931,                0.55514,                0.37642,                 1.2071,                 1.5792,                 1.1684,              0.0018416,              0.0018416,              0.0018416
                     11,                 1.1893,                 1.5801,                  1.104,                0.65465,                0.51531,                0.58231,                0.40216,                 1.1233,                 1.5049,                  1.138,              0.0018218,              0.0018218,              0.0018218
                     12,                  1.144,                 1.4825,                 1.0888,                0.64789,                0.57257,                0.61018,                0.42802,                 1.0991,                 1.4235,                 1.1116,               0.001802,               0.001802,               0.001802
                     13,                 1.1711,                 1.6189,                  1.104,                0.61556,                0.55861,                0.60681,                0.41801,                  1.084,                 1.4011,                 1.1279,              0.0017822,              0.0017822,              0.0017822
                     14,                 1.1488,                 1.4063,                 1.0902,                0.61584,                0.55659,                0.58508,                0.41412,                 1.0697,                 2.1473,                 1.1309,              0.0017624,              0.0017624,              0.0017624
                     15,                 1.1311,                 1.3999,                 1.0881,                0.59745,                0.58988,                0.62118,                0.44417,                 1.0966,                 1.4804,                 1.1266,              0.0017426,              0.0017426,              0.0017426
                     16,                 1.1172,                 1.3308,                 1.0754,                0.63491,                0.55126,                 0.5935,                0.42478,                 1.1017,                 1.3991,                 1.1346,              0.0017228,              0.0017228,              0.0017228
                     17,                 1.1256,                 1.3232,                 1.0835,                0.64903,                0.60821,                0.64686,                0.45899,                 1.0384,                 1.2496,                  1.094,               0.001703,               0.001703,               0.001703
                     18,                 1.1033,                 1.2839,                 1.0526,                0.60738,                0.60586,                0.61364,                0.44165,                 1.0416,                 1.3943,                 1.1111,              0.0016832,              0.0016832,              0.0016832
                     19,                 1.0693,                 1.2409,                 1.0591,                0.61891,                0.60586,                0.61203,                0.43653,                 1.0675,                 1.6013,                 1.1084,              0.0016634,              0.0016634,              0.0016634
                     20,                 1.0789,                 1.2276,                 1.0547,                 0.6792,                0.63782,                 0.6898,                0.50688,                0.98716,                 1.2963,                 1.0787,              0.0016436,              0.0016436,              0.0016436
                     21,                 1.0739,                 1.2269,                 1.0512,                0.62858,                 0.6032,                0.64597,                0.47223,                 1.0123,                 1.4626,                 1.0837,              0.0016238,              0.0016238,              0.0016238
                     22,                 1.0603,                 1.2198,                 1.0477,                0.60061,                0.65079,                0.66012,                0.46988,                 1.0669,                 1.3394,                 1.1249,               0.001604,               0.001604,               0.001604
