                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     36,                0.89866,                0.88152,                0.95485,                0.82409,                0.75207,                0.83218,                0.64957,                0.80454,                0.86127,                0.96112,               0.003268,               0.003268,               0.003268
                     37,                0.89684,                0.88318,                0.95774,                0.82428,                0.76102,                 0.8384,                0.66528,                0.76746,                0.81703,                0.94854,                0.00307,                0.00307,                0.00307
                     38,                0.88004,                0.85241,                0.95482,                0.80329,                0.75947,                0.83081,                 0.6629,                0.78308,                0.85044,                 0.9524,               0.002872,               0.002872,               0.002872
                     39,                 0.8867,                0.84088,                0.94734,                0.81103,                0.76146,                0.83617,                0.65789,                0.79898,                0.83766,                0.95918,               0.002674,               0.002674,               0.002674
                     40,                0.86228,                0.81292,                0.94382,                0.81238,                0.78183,                0.84294,                0.67086,                0.77029,                0.79383,                0.94821,               0.002476,               0.002476,               0.002476
                     41,                0.84946,                0.82426,                0.94884,                0.83931,                0.74251,                0.83325,                0.66419,                0.78124,                0.82094,                0.95415,               0.002278,               0.002278,               0.002278
                     42,                 0.8154,                0.78122,                0.93512,                0.80269,                 0.7747,                0.84173,                0.67073,                0.78275,                0.80712,                0.95673,                0.00208,                0.00208,                0.00208
                     43,                0.80844,                0.75349,                0.92506,                0.80087,                0.78128,                0.84136,                0.66931,                0.77392,                0.79888,                0.94867,               0.001882,               0.001882,               0.001882
                     44,                0.80659,                 0.7458,                0.93565,                0.80838,                 0.7707,                0.83723,                0.67022,                0.76479,                0.79692,                0.94697,               0.001684,               0.001684,               0.001684
                     45,                0.80983,                0.73644,                0.93304,                0.80969,                0.77769,                 0.8431,                0.67468,                0.76788,                0.79258,                0.94708,               0.001486,               0.001486,               0.001486
                     46,                 0.8048,                0.76499,                0.93431,                 0.7707,                0.80063,                0.84106,                0.67666,                0.75878,                0.79747,                0.94552,               0.001288,               0.001288,               0.001288
                     47,                 0.7955,                 0.7406,                0.92818,                0.82267,                0.77293,                0.84771,                0.68349,                0.75616,                0.77266,                0.94547,                0.00109,                0.00109,                0.00109
                     48,                 0.7889,                0.70155,                0.92325,                0.81894,                0.78866,                0.84799,                0.68202,                0.75877,                0.76884,                0.94695,               0.000892,               0.000892,               0.000892
                     49,                0.77685,                  0.689,                0.91794,                0.84282,                0.77146,                0.84876,                0.68692,                0.75019,                0.75494,                0.94404,               0.000694,               0.000694,               0.000694
                     50,                0.77648,                0.70115,                0.91987,                0.84675,                0.77492,                0.85526,                0.69126,                0.74579,                0.74607,                0.94177,               0.000496,               0.000496,               0.000496
